cost_id,date,category,subcategory,amount,currency,vendor,department,budget_allocated,approval_status,payment_status,invoice_number
COST00368,2025-09-12,Staff Salaries,Sub-StaffSalaries-5,174383.63,USD,Medical Devices Inc,Ultrasound,230339.17,Approved,Paid,INV9606-4452
COST00369,2024-06-02,Training,Sub-Training-2,14797.29,USD,BioMed Corp,Counseling,20751.31,Approved,Paid,INV6687-2332
COST00370,2024-10-14,Rent/Lease,Sub-Rent/Lease-1,18608.42,USD,Medical Devices Inc,Counseling,14914.28,Approved,Paid,INV9422-6806
COST00371,2024-05-31,Marketing,Sub-Marketing-3,18876.29,USD,Health Systems Pro,Surgery,22133.89,Pending,Paid,INV2174-2121
COST00372,2025-05-29,Equipment Maintenance,Sub-EquipmentMaintenance-1,38498.66,USD,BioMed Corp,Embryology Lab,39649.4,Approved,Paid,INV3795-6894
COST00373,2024-05-08,Staff Salaries,Sub-StaffSalaries-1,90859.77,USD,Health Systems Pro,Andrology,104113.1,Approved,Due,INV5730-9814
COST00374,2025-04-11,IT Support,Sub-ITSupport-5,18546.75,USD,Precision Healthcare,Andrology,17446.93,Approved,Due,INV4872-1883
COST00375,2024-08-24,Insurance,Sub-Insurance-4,8171.94,USD,BioMed Corp,Surgery,12223.85,Approved,Paid,INV3206-4578
COST00376,2024-01-12,Marketing,Sub-Marketing-2,3649.43,USD,Medical Devices Inc,Andrology,5073.55,Approved,Paid,INV3464-5295
COST00377,2024-12-08,Insurance,Sub-Insurance-2,15095.33,USD,MedTech Solutions,Nursing,20798.25,Approved,Due,INV6078-1291
COST00378,2025-09-11,IT Support,Sub-ITSupport-5,10747.52,USD,Healthcare Innovations,Nursing,10683.66,Approved,Paid,INV7996-5572
COST00379,2024-09-11,Insurance,Sub-Insurance-5,8962.9,USD,BioMed Corp,Andrology,10196.58,Approved,Paid,
COST00380,2024-01-06,Utilities,Sub-Utilities-1,2882.6,USD,Clinical Solutions Ltd,Reproductive Endocrinology,3457.4,Approved,Paid,INV4690-6556
COST00381,2025-09-03,Training,Sub-Training-2,5139.31,USD,Advanced Medical Systems,Embryology Lab,5446.37,Approved,Paid,INV2215-3836
COST00382,2025-04-27,Utilities,Sub-Utilities-1,9765.48,USD,Health Systems Pro,Embryology Lab,8632.21,Approved,Due,INV4305-9097
COST00383,2024-09-10,Equipment Maintenance,Sub-EquipmentMaintenance-2,537027.2240636367,USD,Medical Devices Inc,Nursing,763552.84,Approved,Paid,INV6501-4596
COST00384,2024-09-08,Equipment Maintenance,Sub-EquipmentMaintenance-2,8612.05,USD,Precision Healthcare,Reproductive Endocrinology,9090.68,Rejected,Paid,INV2319-7628
COST00385,2024-01-12,Insurance,Sub-Insurance-4,5517.43,USD,Medical Devices Inc,Surgery,5407.14,Approved,Paid,INV8817-9466
COST00386,2025-04-27,Training,Sub-Training-3,10616.23,USD,,Embryology Lab,14472.61,Approved,Paid,INV9391-4135
COST00387,2025-02-16,Insurance,Sub-Insurance-5,18736.39,USD,Health Systems Pro,Reproductive Endocrinology,15095.48,Rejected,Due,INV4751-1134
COST00388,2024-04-09,Staff Salaries,Sub-StaffSalaries-5,188255.29,USD,BioMed Corp,Counseling,173085.2,Approved,Due,INV6637-5046
COST00389,2024-01-29,Rent/Lease,Sub-Rent/Lease-5,17141.76,USD,Healthcare Innovations,Ultrasound,18613.5,Approved,Paid,INV3229-5466
COST00390,2024-12-01,Medical Supplies,Sub-MedicalSupplies-3,9545.02,USD,Advanced Medical Systems,Ultrasound,9681.43,Pending,Overdue,
COST00391,2025-03-21,Training,Sub-Training-5,14981.15,USD,Clinical Solutions Ltd,Ultrasound,22428.95,Approved,Due,INV1341-8321
COST00392,2024-06-14,Staff Salaries,Sub-StaffSalaries-4,141568.24,USD,Precision Healthcare,Nursing,201980.21,Approved,Paid,INV2365-8609
COST00393,2024-02-05,Training,Sub-Training-5,1199.05,USD,Advanced Medical Systems,Surgery,1674.89,Approved,Paid,INV5813-2759
COST00394,2024-12-03,Insurance,Sub-Insurance-4,128568.69092579954,USD,Healthcare Innovations,Embryology Lab,112340.36,Approved,Paid,INV4085-1504
COST00395,2025-01-06,Rent/Lease,Sub-Rent/Lease-1,12330.18,USD,,Andrology,15749.8,Approved,Paid,INV2516-9465
COST00396,2024-01-19,Medical Supplies,Sub-MedicalSupplies-1,48896.69,USD,,Ultrasound,42826.82,Approved,Overdue,INV3235-3692
COST00397,2024-01-12,Utilities,Sub-Utilities-4,11145.69,USD,MedTech Solutions,Andrology,11653.12,Approved,Paid,INV5482-6218
COST00398,2024-04-14,Marketing,Sub-Marketing-2,1842.21,USD,Health Systems Pro,Andrology,1688.76,Approved,Paid,INV3866-8167
COST00399,2024-02-14,Equipment Maintenance,Sub-EquipmentMaintenance-3,20587.56,USD,Health Systems Pro,Embryology Lab,23983.24,Approved,Paid,INV5593-5170
COST00400,2025-10-16,Rent/Lease,Sub-Rent/Lease-3,3742.31,USD,MedTech Solutions,Counseling,3759.68,Approved,Paid,INV2106-4598
COST00401,2025-09-01,Utilities,Sub-Utilities-3,4474.31,USD,Clinical Solutions Ltd,Embryology Lab,5482.06,Approved,Paid,INV6522-6981
COST00402,2025-10-02,IT Support,Sub-ITSupport-1,16118.54,USD,Medical Devices Inc,Counseling,16487.56,Approved,Paid,INV4937-7251
COST00403,2024-12-13,Rent/Lease,Sub-Rent/Lease-2,4216.52,USD,Health Systems Pro,Surgery,3377.17,Approved,Paid,INV5469-7651
COST00404,2024-07-29,Equipment Maintenance,Sub-EquipmentMaintenance-2,114752.35897598694,USD,Healthcare Innovations,Embryology Lab,121468.13,Approved,Overdue,INV1510-1801
COST00405,2025-07-25,Equipment Maintenance,Sub-EquipmentMaintenance-2,3891.71,USD,Clinical Solutions Ltd,Nursing,5753.6,Approved,Paid,INV8563-5264
COST00406,2024-08-09,Marketing,Sub-Marketing-2,15381.93,USD,BioMed Corp,Counseling,18433.04,Approved,Paid,INV2593-9246
COST00407,2024-07-21,IT Support,Sub-ITSupport-3,18954.06,USD,Health Systems Pro,Counseling,23120.66,Approved,Due,INV3335-5316
COST00408,2024-09-20,Training,Sub-Training-1,612.19,USD,BioMed Corp,Embryology Lab,763.11,Rejected,Paid,INV2586-5623
COST00409,2024-04-15,IT Support,Sub-ITSupport-1,14253.76,USD,Clinical Solutions Ltd,Surgery,12192.41,Approved,Paid,
COST00410,2025-07-11,Rent/Lease,Sub-Rent/Lease-1,6042.23,USD,Precision Healthcare,Nursing,5896.91,Approved,Paid,
COST00411,2024-01-21,Marketing,Sub-Marketing-1,11262.17,USD,BioMed Corp,Surgery,10480.21,Approved,Paid,INV8568-1912
COST00412,2025-07-03,Staff Salaries,Sub-StaffSalaries-1,119126.65,USD,Advanced Medical Systems,Reproductive Endocrinology,105069.18,Approved,Paid,INV7957-2424
COST00413,2025-02-16,Equipment Maintenance,Sub-EquipmentMaintenance-3,41573.67,USD,MedTech Solutions,Nursing,57219.91,Approved,Paid,INV7481-2545
COST00414,2025-05-06,Medical Supplies,Sub-MedicalSupplies-4,30914.29,USD,,Counseling,41416.59,Approved,Due,INV5307-8443
COST00415,2024-02-06,Medical Supplies,Sub-MedicalSupplies-4,15261.12,USD,Precision Healthcare,Reproductive Endocrinology,15157.88,Approved,Due,INV9732-6190
COST00416,2024-03-11,Pharmaceuticals,Sub-Pharmaceuticals-5,8976.24,USD,Healthcare Innovations,Andrology,9702.68,Approved,Paid,INV4348-3127
COST00417,2025-02-19,Staff Salaries,Sub-StaffSalaries-1,162566.07,USD,BioMed Corp,Andrology,179167.85,Approved,Paid,INV4747-4991
COST00418,2025-02-17,Equipment Maintenance,Sub-EquipmentMaintenance-2,32764.47,USD,Precision Healthcare,Counseling,38665.51,Pending,Paid,INV9951-7906
COST00419,2024-11-15,Medical Supplies,Sub-MedicalSupplies-3,34529.43,USD,Precision Healthcare,Counseling,44303.04,Approved,Paid,INV1030-3640
COST00420,2025-08-01,Rent/Lease,Sub-Rent/Lease-3,15905.41,USD,BioMed Corp,Andrology,15287.76,Rejected,Paid,INV1623-4927
COST00421,2024-06-25,Rent/Lease,Sub-Rent/Lease-2,3990.32,USD,Clinical Solutions Ltd,Ultrasound,3244.41,Rejected,Due,INV7147-8303
COST00422,2024-10-21,Utilities,Sub-Utilities-3,10497.21,USD,BioMed Corp,Embryology Lab,14832.71,Approved,Due,INV2490-2415
COST00423,2024-05-03,Medical Supplies,Sub-MedicalSupplies-4,10176.8,USD,BioMed Corp,Nursing,13301.67,Rejected,Paid,INV8816-1837
COST00424,2024-05-23,IT Support,Sub-ITSupport-1,12525.09,USD,BioMed Corp,Andrology,15045.19,Approved,Paid,INV9646-9714
COST00425,2025-05-02,Pharmaceuticals,Sub-Pharmaceuticals-2,13566.52,USD,BioMed Corp,Reproductive Endocrinology,14148.95,Approved,Paid,INV4814-1146
COST00426,2025-06-19,Marketing,Sub-Marketing-1,19055.59,USD,BioMed Corp,Andrology,22878.53,Approved,Paid,INV8072-8323
COST00427,2025-02-16,Insurance,Sub-Insurance-1,13480.31,USD,Clinical Solutions Ltd,Andrology,16486.74,Approved,Paid,INV8399-9100
COST00428,2024-07-23,Utilities,Sub-Utilities-3,10260.1,USD,Health Systems Pro,Ultrasound,15158.04,Pending,Due,INV4580-3372
COST00429,2024-11-26,Equipment Maintenance,Sub-EquipmentMaintenance-4,3883.95,USD,Health Systems Pro,Nursing,4591.29,Approved,Paid,INV9727-3292
COST00430,2024-03-25,IT Support,Sub-ITSupport-3,12977.32,USD,Medical Devices Inc,Andrology,16118.27,Approved,Overdue,INV6440-8186
COST00431,2024-06-03,Marketing,Sub-Marketing-2,1997.19,USD,Clinical Solutions Ltd,Reproductive Endocrinology,1947.26,Approved,Paid,
COST00432,2024-07-11,Equipment Maintenance,Sub-EquipmentMaintenance-4,17189.27,USD,Healthcare Innovations,Reproductive Endocrinology,15929.91,Pending,Due,INV9422-3929
COST00433,2025-09-18,Staff Salaries,Sub-StaffSalaries-2,3484180.221360678,USD,MedTech Solutions,Counseling,3628294.89,Approved,Due,INV5671-2070
COST00434,2025-10-14,Marketing,Sub-Marketing-1,2556.09,USD,Medical Devices Inc,Nursing,3368.19,Approved,Paid,INV2155-7113
COST00435,2024-05-14,Marketing,Sub-Marketing-1,1562.33,USD,Clinical Solutions Ltd,Reproductive Endocrinology,1853.67,Approved,Paid,INV3429-9251
COST00436,2024-07-17,Marketing,Sub-Marketing-3,5567.51,USD,MedTech Solutions,Nursing,5797.51,Pending,Paid,
COST00437,2025-10-22,IT Support,Sub-ITSupport-5,12241.53,USD,Clinical Solutions Ltd,Counseling,15832.56,Approved,Due,INV1469-4714
COST00438,2024-09-06,Equipment Maintenance,Sub-EquipmentMaintenance-2,34068.96,USD,Medical Devices Inc,Andrology,43949.4,Approved,Overdue,INV6899-9550
COST00439,2025-03-17,Staff Salaries,Sub-StaffSalaries-5,89465.88,USD,BioMed Corp,Nursing,95864.29,Rejected,Paid,INV5893-5513
COST00440,2025-03-02,Training,Sub-Training-5,5748.16,USD,Clinical Solutions Ltd,Embryology Lab,5604.95,Approved,Paid,INV9667-5494
COST00441,2024-06-23,Staff Salaries,Sub-StaffSalaries-1,81447.68,USD,Healthcare Innovations,Andrology,65848.03,Approved,Paid,INV5369-4940
COST00442,2024-08-21,Training,Sub-Training-5,22687.609660694532,USD,Medical Devices Inc,Reproductive Endocrinology,20553.04,Approved,Overdue,INV5268-1549
COST00443,2024-03-13,Marketing,Sub-Marketing-3,1346.19,USD,Advanced Medical Systems,Ultrasound,1468.64,Approved,Due,INV1367-6011
COST00444,2024-09-07,Rent/Lease,Sub-Rent/Lease-4,2100.92,USD,Healthcare Innovations,Reproductive Endocrinology,2501.58,Approved,Paid,INV4872-1587
COST00445,2024-06-06,Marketing,Sub-Marketing-4,19066.8,USD,Healthcare Innovations,Nursing,24952.04,Pending,Paid,INV8218-5389
COST00446,2025-07-01,Equipment Maintenance,Sub-EquipmentMaintenance-5,14551.27,USD,Precision Healthcare,Embryology Lab,12531.92,Approved,Paid,INV7998-9724
COST00447,2024-10-01,Utilities,Sub-Utilities-1,19986.75,USD,MedTech Solutions,Reproductive Endocrinology,28289.6,Approved,Paid,INV9049-5587
COST00448,2025-02-27,IT Support,Sub-ITSupport-3,10439.24,USD,,Ultrasound,11087.03,Approved,Paid,INV8684-6719
COST00449,2024-02-22,Training,Sub-Training-1,8022.25,USD,Health Systems Pro,Embryology Lab,6947.2,Rejected,Due,INV1476-8964
COST00450,2024-05-16,Staff Salaries,Sub-StaffSalaries-4,160860.03,USD,Clinical Solutions Ltd,Surgery,141782.54,Approved,Due,INV3097-5927
COST00451,2025-06-24,Insurance,Sub-Insurance-3,15902.49,USD,Precision Healthcare,Reproductive Endocrinology,18953.28,Approved,Paid,INV8147-4703
COST00452,2024-01-05,Rent/Lease,Sub-Rent/Lease-1,598.25,USD,Medical Devices Inc,Andrology,661.11,Approved,Paid,INV8176-4554
COST00453,2025-01-24,Rent/Lease,Sub-Rent/Lease-4,4464.69,USD,Health Systems Pro,Counseling,6546.31,Approved,Paid,INV2042-8267
COST00454,2025-08-07,Staff Salaries,Sub-StaffSalaries-1,77252.75,USD,Medical Devices Inc,Reproductive Endocrinology,62893.32,Approved,Due,INV5205-9613
COST00455,2025-05-04,Medical Supplies,Sub-MedicalSupplies-1,16463.19,USD,Health Systems Pro,Reproductive Endocrinology,13472.04,Approved,Paid,INV8676-6445
COST00456,2025-08-25,Insurance,Sub-Insurance-3,7683.95,USD,Medical Devices Inc,Nursing,8727.07,Pending,Paid,INV6586-4042
COST00457,2025-01-03,Utilities,Sub-Utilities-5,2570.88,USD,Precision Healthcare,Counseling,2153.0,Approved,Due,
COST00458,2024-06-08,Staff Salaries,Sub-StaffSalaries-3,111245.53,USD,MedTech Solutions,Nursing,100917.78,Approved,Paid,INV7254-7212
COST00459,2025-10-07,Marketing,Sub-Marketing-5,17640.02,USD,,Andrology,19743.19,Approved,Due,INV5736-9440
COST00460,2025-03-19,Training,Sub-Training-5,16204.25,USD,BioMed Corp,Andrology,15511.06,Approved,Due,INV1058-1048
COST00461,2025-05-03,Staff Salaries,Sub-StaffSalaries-2,77057.42,USD,Health Systems Pro,Nursing,63198.68,Approved,Paid,
COST00462,2024-09-06,Equipment Maintenance,Sub-EquipmentMaintenance-4,12472.56,USD,BioMed Corp,Andrology,17051.82,Pending,Paid,INV9839-6901
COST00463,2024-12-16,Equipment Maintenance,Sub-EquipmentMaintenance-3,7146.73,USD,BioMed Corp,Ultrasound,7300.83,Approved,Paid,INV4043-5036
COST00464,2024-06-28,Equipment Maintenance,Sub-EquipmentMaintenance-3,26527.82,USD,Precision Healthcare,Nursing,21912.61,Pending,Paid,INV4551-8735
COST00465,2024-01-23,Medical Supplies,Sub-MedicalSupplies-4,12908.75,USD,Health Systems Pro,Reproductive Endocrinology,16467.77,Approved,Paid,INV5512-9582
COST00466,2024-02-01,Rent/Lease,Sub-Rent/Lease-2,6495.87,USD,MedTech Solutions,Surgery,8892.57,Pending,Paid,INV2744-5243
COST00467,2024-07-04,Staff Salaries,Sub-StaffSalaries-3,160064.9,USD,Precision Healthcare,Ultrasound,159794.5,Approved,Paid,
COST00468,2024-02-13,Utilities,Sub-Utilities-4,17143.47,USD,Advanced Medical Systems,Surgery,15048.15,Approved,Paid,INV8334-5993
COST00469,2024-09-28,Training,Sub-Training-4,12863.24,USD,Health Systems Pro,Embryology Lab,18466.82,Approved,Paid,INV8112-7421
COST00470,2025-05-20,Equipment Maintenance,Sub-EquipmentMaintenance-1,36360.33,USD,,Embryology Lab,50610.55,Approved,Due,INV5254-2019
COST00471,2024-04-10,Pharmaceuticals,Sub-Pharmaceuticals-1,11976.01,USD,Healthcare Innovations,Nursing,10992.29,Approved,Due,INV2985-5191
COST00472,2025-10-01,Insurance,Sub-Insurance-2,7333.98,USD,Healthcare Innovations,Andrology,10200.83,Approved,Due,INV2496-3288
COST00473,2024-11-11,Staff Salaries,Sub-StaffSalaries-5,73185.35,USD,Medical Devices Inc,Counseling,109775.05,Approved,Paid,INV3877-7638
COST00474,2025-08-08,Training,Sub-Training-2,19780.08,USD,BioMed Corp,Andrology,16418.87,Pending,Due,INV2526-2188
COST00475,2024-03-02,Training,Sub-Training-2,5423.87,USD,Health Systems Pro,Surgery,5911.55,Approved,Paid,INV2093-6084
COST00476,2024-03-05,Staff Salaries,Sub-StaffSalaries-4,1955605.1504328602,USD,Advanced Medical Systems,Surgery,2873764.7,Approved,Paid,INV5153-8377
COST00477,2025-02-26,Equipment Maintenance,Sub-EquipmentMaintenance-1,44259.72,USD,Health Systems Pro,Surgery,59524.89,Approved,Paid,INV9420-7393
COST00478,2024-03-08,Training,Sub-Training-2,10964.47,USD,,Embryology Lab,9073.11,Pending,Paid,INV1231-3918
COST00479,2025-07-26,Rent/Lease,Sub-Rent/Lease-1,9873.15,USD,,Ultrasound,13507.39,Approved,Paid,INV1843-3016
COST00480,2025-02-22,Rent/Lease,Sub-Rent/Lease-5,124116.311048518,USD,BioMed Corp,Surgery,127750.99,Approved,Paid,INV9009-6367
COST00481,2025-04-05,Medical Supplies,Sub-MedicalSupplies-4,30553.73,USD,Precision Healthcare,Ultrasound,38146.47,Approved,Due,
COST00482,2025-08-14,Pharmaceuticals,Sub-Pharmaceuticals-3,2305.96,USD,Healthcare Innovations,Counseling,2767.3,Pending,Paid,INV9140-1971
COST00483,2024-08-31,Insurance,Sub-Insurance-5,4020.2,USD,Healthcare Innovations,Surgery,3590.96,Approved,Paid,INV5257-4046
COST00484,2024-05-01,Marketing,Sub-Marketing-3,9875.8,USD,Healthcare Innovations,Reproductive Endocrinology,9012.01,Pending,Due,INV1295-9162
COST00485,2025-05-15,Medical Supplies,Sub-MedicalSupplies-4,101498.08846188143,USD,Clinical Solutions Ltd,Nursing,111606.92,Approved,Paid,INV2892-8591
COST00486,2024-02-04,Equipment Maintenance,Sub-EquipmentMaintenance-4,2398.03,USD,Healthcare Innovations,Embryology Lab,2766.21,Pending,Paid,INV9173-3925
COST00487,2024-03-23,Medical Supplies,Sub-MedicalSupplies-1,5199.29,USD,Health Systems Pro,Andrology,5762.71,Approved,Due,INV9492-9430
COST00488,2025-03-20,Utilities,Sub-Utilities-3,6449.93,USD,Medical Devices Inc,Embryology Lab,6961.04,Approved,Paid,INV7989-5445
COST00489,2024-03-29,Rent/Lease,Sub-Rent/Lease-2,12188.85,USD,Health Systems Pro,Reproductive Endocrinology,16937.65,Approved,Paid,INV8206-2203
COST00490,2024-09-09,IT Support,Sub-ITSupport-1,6930.11,USD,BioMed Corp,Surgery,9676.26,Approved,Paid,INV4567-9077
COST00491,2024-05-31,Equipment Maintenance,Sub-EquipmentMaintenance-4,42040.81,USD,Advanced Medical Systems,Nursing,46151.29,Approved,Due,INV7743-9246
COST00492,2024-02-17,Rent/Lease,Sub-Rent/Lease-1,5330.06,USD,Precision Healthcare,Surgery,5284.88,Pending,Paid,INV7929-5158
COST00493,2024-10-07,Pharmaceuticals,Sub-Pharmaceuticals-4,14749.29,USD,,Nursing,16128.04,Approved,Paid,INV5572-6819
COST00494,2025-06-02,Staff Salaries,Sub-StaffSalaries-5,68894.88,USD,,Embryology Lab,67154.96,Approved,Paid,INV8196-3059
COST00495,2025-05-04,Medical Supplies,Sub-MedicalSupplies-1,40966.26,USD,MedTech Solutions,Ultrasound,52178.1,Approved,Due,INV4725-2520
COST00496,2025-06-08,Pharmaceuticals,Sub-Pharmaceuticals-4,3294.16,USD,Health Systems Pro,Embryology Lab,2892.8,Approved,Due,INV3448-5947
COST00497,2025-10-23,Medical Supplies,Sub-MedicalSupplies-2,28880.34,USD,Clinical Solutions Ltd,Embryology Lab,28526.05,Rejected,Paid,INV4077-2834
COST00498,2025-08-09,IT Support,Sub-ITSupport-4,2134.16,USD,BioMed Corp,Ultrasound,2596.53,Approved,Overdue,INV3088-9394
COST00499,2024-04-20,Training,Sub-Training-5,3789.58,USD,,Nursing,5204.35,Rejected,Paid,
COST00500,2024-03-07,IT Support,Sub-ITSupport-2,16210.81,USD,Medical Devices Inc,Embryology Lab,24102.41,Approved,Paid,INV8604-2860
COST00501,2025-09-10,Medical Supplies,Sub-MedicalSupplies-3,22623.83,USD,Precision Healthcare,Ultrasound,21108.17,Rejected,Paid,INV5215-4919
COST00502,2025-05-10,Rent/Lease,Sub-Rent/Lease-4,19214.63,USD,BioMed Corp,Ultrasound,16600.01,Approved,Due,INV1819-5626
COST00503,2024-09-28,Marketing,Sub-Marketing-3,5289.04,USD,Health Systems Pro,Nursing,6211.19,Approved,Paid,INV6007-7522
COST00504,2024-09-08,Marketing,Sub-Marketing-3,7801.71,USD,Health Systems Pro,Reproductive Endocrinology,8166.95,Approved,Due,INV1577-8669
COST00505,2024-07-04,Staff Salaries,Sub-StaffSalaries-2,160872.23,USD,Advanced Medical Systems,Nursing,152513.54,Approved,Paid,INV5664-9113
COST00506,2025-10-13,Equipment Maintenance,Sub-EquipmentMaintenance-3,16044.87,USD,Advanced Medical Systems,Surgery,13189.66,Approved,Paid,
COST00507,2025-03-30,IT Support,Sub-ITSupport-5,11370.74,USD,Precision Healthcare,Ultrasound,16920.38,Approved,Paid,INV8443-4139
COST00508,2024-07-23,Training,Sub-Training-3,866.03,USD,Precision Healthcare,Ultrasound,961.32,Approved,Due,INV1646-1346
COST00509,2025-09-07,Utilities,Sub-Utilities-4,17615.1,USD,,Andrology,25144.62,Pending,Paid,INV5689-3894
COST00510,2025-03-19,Equipment Maintenance,Sub-EquipmentMaintenance-2,34429.22,USD,Healthcare Innovations,Andrology,39398.83,Approved,Paid,INV9569-8583
COST00511,2024-03-22,IT Support,Sub-ITSupport-4,2544.15,USD,Health Systems Pro,Andrology,2702.65,Pending,Paid,INV4679-9956
COST00512,2025-06-16,Utilities,Sub-Utilities-5,1889.22,USD,Medical Devices Inc,Counseling,2785.84,Approved,Paid,INV3212-8220
COST00513,2024-02-26,Marketing,Sub-Marketing-1,14923.08,USD,Advanced Medical Systems,Counseling,12250.39,Approved,Paid,INV4950-8919
COST00514,2025-02-14,Equipment Maintenance,Sub-EquipmentMaintenance-5,48008.62,USD,Clinical Solutions Ltd,Counseling,39950.25,Approved,Paid,INV3740-7407
COST00515,2025-07-10,Pharmaceuticals,Sub-Pharmaceuticals-5,5848.06,USD,Clinical Solutions Ltd,Andrology,6140.18,Approved,Paid,INV3109-7250
COST00516,2024-05-17,Utilities,Sub-Utilities-2,9969.17,USD,MedTech Solutions,Nursing,8289.78,Approved,Paid,INV6894-1610
COST00517,2025-05-23,Marketing,Sub-Marketing-2,15587.5,USD,Healthcare Innovations,Counseling,18766.48,Approved,Paid,INV1590-6140
COST00518,2024-09-14,Equipment Maintenance,Sub-EquipmentMaintenance-5,33960.84,USD,Clinical Solutions Ltd,Andrology,33338.38,Approved,Paid,INV4543-2975
COST00519,2025-05-10,Marketing,Sub-Marketing-2,19346.1,USD,,Reproductive Endocrinology,26549.1,Approved,Paid,
COST00520,2025-06-22,IT Support,Sub-ITSupport-2,14718.65,USD,Health Systems Pro,Embryology Lab,15916.17,Approved,Due,INV1267-5385
COST00521,2025-03-06,Rent/Lease,Sub-Rent/Lease-2,15021.47,USD,Clinical Solutions Ltd,Counseling,15126.22,Approved,Paid,INV7473-6470
COST00522,2024-05-15,Pharmaceuticals,Sub-Pharmaceuticals-2,9526.01,USD,BioMed Corp,Reproductive Endocrinology,8903.2,Approved,Paid,INV6417-4664
COST00523,2025-03-12,Marketing,Sub-Marketing-4,17892.64,USD,,Nursing,20756.24,Approved,Paid,INV1309-4312
COST00524,2024-09-07,Pharmaceuticals,Sub-Pharmaceuticals-1,9148.43,USD,Advanced Medical Systems,Embryology Lab,8362.67,Approved,Paid,INV1937-9394
COST00525,2024-03-03,Equipment Maintenance,Sub-EquipmentMaintenance-2,1508.68,USD,Clinical Solutions Ltd,Andrology,1498.19,Approved,Due,INV1646-8605
COST00526,2024-12-23,Training,Sub-Training-2,4297.12,USD,Precision Healthcare,Nursing,4414.01,Pending,Paid,INV7633-6197
COST00527,2024-12-22,Insurance,Sub-Insurance-1,13480.85,USD,MedTech Solutions,Andrology,12262.15,Approved,Paid,INV9334-7746
COST00528,2025-02-12,Insurance,Sub-Insurance-1,15929.41,USD,MedTech Solutions,Reproductive Endocrinology,23539.7,Approved,Paid,INV4447-1455
COST00529,2025-10-07,Medical Supplies,Sub-MedicalSupplies-4,23926.3,USD,MedTech Solutions,Surgery,35335.77,Approved,Due,INV5393-5490
COST00530,2025-10-20,Marketing,Sub-Marketing-2,14126.14,USD,Advanced Medical Systems,Ultrasound,13169.36,Approved,Paid,INV8660-5449
COST00531,2024-03-30,Utilities,Sub-Utilities-4,11253.54,USD,Medical Devices Inc,Surgery,12899.46,Approved,Due,INV6384-7527
COST00532,2025-07-12,Rent/Lease,Sub-Rent/Lease-1,10987.75,USD,Healthcare Innovations,Nursing,11322.21,Approved,Paid,INV8111-4855
COST00533,2025-04-06,Insurance,Sub-Insurance-5,10498.46,USD,Medical Devices Inc,Andrology,9066.27,Approved,Paid,
COST00534,2024-03-28,Pharmaceuticals,Sub-Pharmaceuticals-4,11748.51,USD,Health Systems Pro,Andrology,12278.84,Approved,Paid,INV3971-7619
COST00535,2024-03-13,Insurance,Sub-Insurance-5,5448.63,USD,Medical Devices Inc,Surgery,7826.3,Approved,Paid,INV2547-3137
COST00536,2025-05-04,Insurance,Sub-Insurance-1,8595.59,USD,Medical Devices Inc,Andrology,10354.96,Approved,Paid,INV8787-9253
COST00537,2024-07-26,Training,Sub-Training-2,8467.51,USD,Advanced Medical Systems,Embryology Lab,11131.27,Approved,Paid,INV9364-4924
COST00538,2024-04-06,Rent/Lease,Sub-Rent/Lease-1,9016.69,USD,Clinical Solutions Ltd,Ultrasound,7735.68,Approved,Paid,INV3512-1084
COST00539,2025-10-05,Insurance,Sub-Insurance-5,553.67,USD,Health Systems Pro,Embryology Lab,810.71,Rejected,Paid,INV2011-2065
COST00540,2024-12-06,Equipment Maintenance,Sub-EquipmentMaintenance-1,11179.95,USD,Medical Devices Inc,Embryology Lab,13139.57,Approved,Paid,INV8216-4156
COST00541,2025-05-03,Pharmaceuticals,Sub-Pharmaceuticals-1,10414.52,USD,Medical Devices Inc,Andrology,14173.41,Pending,Due,INV8803-1455
COST00542,2024-06-20,IT Support,Sub-ITSupport-5,755.77,USD,Medical Devices Inc,Nursing,1091.99,Approved,Paid,INV6415-1474
COST00543,2024-06-22,Equipment Maintenance,Sub-EquipmentMaintenance-5,23734.25,USD,Advanced Medical Systems,Surgery,26887.66,Approved,Paid,INV2545-2811
COST00544,2024-12-25,Medical Supplies,Sub-MedicalSupplies-5,5598.79,USD,Health Systems Pro,Ultrasound,8071.22,Approved,Paid,INV3521-8369
COST00545,2024-11-05,Marketing,Sub-Marketing-3,19041.36,USD,,Embryology Lab,21492.33,Approved,Due,INV5193-2778
COST00546,2024-11-05,Marketing,Sub-Marketing-2,17148.37,USD,Clinical Solutions Ltd,Andrology,24962.36,Pending,Paid,INV2618-7757
COST00547,2025-01-10,Training,Sub-Training-3,2350.82,USD,Clinical Solutions Ltd,Reproductive Endocrinology,1962.94,Approved,Paid,INV8399-6133
COST00548,2025-02-23,Insurance,Sub-Insurance-4,10326.55,USD,MedTech Solutions,Nursing,14924.78,Pending,Due,INV5435-5379
COST00549,2024-01-29,Medical Supplies,Sub-MedicalSupplies-5,15903.63,USD,BioMed Corp,Ultrasound,19724.66,Approved,Paid,INV1276-9008
COST00550,2025-08-11,Marketing,Sub-Marketing-2,5513.88,USD,Advanced Medical Systems,Surgery,5583.39,Pending,Paid,INV9443-2109
