kpi_id,month_year,department,kpi_name,kpi_value,target_value,unit,trend,benchmark_comparison
KPI00924,2024-11,Counseling,Staff Turnover Rate,0.487,0.752,count,Improving,Above Industry Average
KPI00925,2024-12,Reproductive Endocrinology,Average Wait Time,0.579,0.873,minutes,Declining,Above Industry Average
KPI00926,2024-12,Reproductive Endocrinology,Patient Satisfaction Score,0.712,0.876,minutes,Declining,Below Industry Average
KPI00927,2024-12,Reproductive Endocrinology,Equipment Utilization Rate,1.883,0.948,score,Declining,Below Industry Average
KPI00928,2024-12,Reproductive Endocrinology,Room Utilization Rate,0.663,0.711,count,Volatile,At Industry Average
KPI00929,2024-12,Reproductive Endocrinology,Staff Productivity Score,0.625,0.873,USD,Stable,At Industry Average
KPI00930,2024-12,Reproductive Endocrinology,Appointment No-Show Rate,0.747,0.835,%,Improving,Below Industry Average
KPI00931,2024-12,Reproductive Endocrinology,Cost Per Patient,0.602,0.917,%,Stable,Above Industry Average
KPI00932,2024-12,Reproductive Endocrinology,Revenue Per Patient,0.846,0.918,minutes,Volatile,Below Industry Average
KPI00933,2024-12,Reproductive Endocrinology,Treatment Success Rate,0.518,0.742,minutes,Declining,Below Industry Average
KPI00934,2024-12,Reproductive Endocrinology,Patient Throughput,0.931,0.774,%,Improving,Above Industry Average
KPI00935,2024-12,Reproductive Endocrinology,Overtime Hours,0.739,0.866,score,Stable,Above Industry Average
KPI00936,2024-12,Reproductive Endocrinology,Staff Turnover Rate,0.95,0.908,%,Volatile,At Industry Average
KPI00937,2024-12,Embryology Lab,Average Wait Time,0.908,0.82,score,Declining,At Industry Average
KPI00938,2024-12,Embryology Lab,Patient Satisfaction Score,0.582,0.888,%,Stable,Below Industry Average
KPI00939,2024-12,Embryology Lab,Equipment Utilization Rate,0.564,0.899,count,Stable,Below Industry Average
KPI00940,2024-12,Embryology Lab,Room Utilization Rate,,0.948,count,Volatile,At Industry Average
KPI00941,2024-12,Embryology Lab,Staff Productivity Score,0.88,0.862,rate,Declining,Below Industry Average
KPI00942,2024-12,Embryology Lab,Appointment No-Show Rate,0.528,0.902,USD,Improving,At Industry Average
KPI00943,2024-12,Embryology Lab,Cost Per Patient,0.915,0.767,score,Declining,Above Industry Average
KPI00944,2024-12,Embryology Lab,Revenue Per Patient,0.729,0.751,%,Stable,Above Industry Average
KPI00945,2024-12,Embryology Lab,Treatment Success Rate,0.571,0.874,count,Improving,Below Industry Average
KPI00946,2024-12,Embryology Lab,Patient Throughput,0.516,0.945,count,Declining,At Industry Average
KPI00947,2024-12,Embryology Lab,Overtime Hours,0.894,0.919,minutes,Improving,At Industry Average
KPI00948,2024-12,Embryology Lab,Staff Turnover Rate,0.545,0.722,minutes,Volatile,At Industry Average
KPI00949,2024-12,Andrology,Average Wait Time,0.563,0.834,USD,Stable,Above Industry Average
KPI00950,2024-12,Andrology,Patient Satisfaction Score,0.884,0.884,rate,Stable,At Industry Average
KPI00951,2024-12,Andrology,Equipment Utilization Rate,0.589,0.87,minutes,Stable,Above Industry Average
KPI00952,2024-12,Andrology,Room Utilization Rate,0.515,0.833,count,Volatile,At Industry Average
KPI00953,2024-12,Andrology,Staff Productivity Score,0.795,0.771,count,Declining,Below Industry Average
KPI00954,2024-12,Andrology,Appointment No-Show Rate,0.547,0.734,%,Stable,At Industry Average
KPI00955,2024-12,Andrology,Cost Per Patient,0.836,0.837,minutes,Declining,At Industry Average
KPI00956,2024-12,Andrology,Revenue Per Patient,0.881,0.854,rate,Improving,At Industry Average
KPI00957,2024-12,Andrology,Treatment Success Rate,0.725,0.815,count,Volatile,At Industry Average
KPI00958,2024-12,Andrology,Patient Throughput,0.909,0.708,count,Stable,At Industry Average
KPI00959,2024-12,Andrology,Overtime Hours,0.539,0.911,rate,Declining,At Industry Average
KPI00960,2024-12,Andrology,Staff Turnover Rate,0.685,0.705,count,Improving,At Industry Average
KPI00961,2024-12,Nursing,Average Wait Time,0.561,0.802,minutes,Stable,At Industry Average
KPI00962,2024-12,Nursing,Patient Satisfaction Score,0.512,0.765,count,Improving,At Industry Average
KPI00963,2024-12,Nursing,Equipment Utilization Rate,,0.868,minutes,Volatile,Above Industry Average
KPI00964,2024-12,Nursing,Room Utilization Rate,0.577,0.777,minutes,Improving,Above Industry Average
KPI00965,2024-12,Nursing,Staff Productivity Score,0.696,0.737,%,Volatile,Below Industry Average
KPI00966,2024-12,Nursing,Appointment No-Show Rate,0.922,0.825,score,Volatile,Below Industry Average
KPI00967,2024-12,Nursing,Cost Per Patient,0.723,0.877,%,Stable,At Industry Average
KPI00968,2024-12,Nursing,Revenue Per Patient,0.554,0.802,score,Volatile,Above Industry Average
KPI00969,2024-12,Nursing,Treatment Success Rate,0.777,0.867,count,Declining,At Industry Average
KPI00970,2024-12,Nursing,Patient Throughput,0.59,0.868,USD,Volatile,Below Industry Average
KPI00971,2024-12,Nursing,Overtime Hours,0.605,0.74,rate,Improving,Above Industry Average
KPI00972,2024-12,Nursing,Staff Turnover Rate,0.532,0.733,%,Stable,Above Industry Average
KPI00973,2024-12,Ultrasound,Average Wait Time,0.955,0.849,rate,Declining,Above Industry Average
KPI00974,2024-12,Ultrasound,Patient Satisfaction Score,0.857,0.793,rate,Volatile,Below Industry Average
KPI00975,2024-12,Ultrasound,Equipment Utilization Rate,0.588,0.782,minutes,Declining,Above Industry Average
KPI00976,2024-12,Ultrasound,Room Utilization Rate,1.499,0.927,rate,Stable,Above Industry Average
KPI00977,2024-12,Ultrasound,Staff Productivity Score,0.537,0.838,%,Stable,At Industry Average
KPI00978,2024-12,Ultrasound,Appointment No-Show Rate,0.787,0.737,USD,Stable,Above Industry Average
KPI00979,2024-12,Ultrasound,Cost Per Patient,0.816,0.879,%,Stable,Below Industry Average
KPI00980,2024-12,Ultrasound,Revenue Per Patient,0.557,0.8,minutes,Stable,Below Industry Average
KPI00981,2024-12,Ultrasound,Treatment Success Rate,0.572,0.762,count,Improving,Below Industry Average
KPI00982,2024-12,Ultrasound,Patient Throughput,0.537,0.946,score,Declining,Above Industry Average
KPI00983,2024-12,Ultrasound,Overtime Hours,0.53,0.941,rate,Improving,At Industry Average
KPI00984,2024-12,Ultrasound,Staff Turnover Rate,0.948,0.854,minutes,Stable,Below Industry Average
KPI00985,2024-12,Surgery,Average Wait Time,0.789,0.925,score,Improving,Above Industry Average
KPI00986,2024-12,Surgery,Patient Satisfaction Score,0.726,0.853,rate,Declining,Above Industry Average
KPI00987,2024-12,Surgery,Equipment Utilization Rate,0.915,0.782,count,Stable,At Industry Average
KPI00988,2024-12,Surgery,Room Utilization Rate,,0.918,%,Improving,At Industry Average
KPI00989,2024-12,Surgery,Staff Productivity Score,1.071,0.714,USD,Volatile,At Industry Average
KPI00990,2024-12,Surgery,Appointment No-Show Rate,,0.758,score,Volatile,Below Industry Average
KPI00991,2024-12,Surgery,Cost Per Patient,0.503,0.8,score,Stable,At Industry Average
KPI00992,2024-12,Surgery,Revenue Per Patient,0.8,0.769,rate,Declining,Below Industry Average
KPI00993,2024-12,Surgery,Treatment Success Rate,0.947,0.717,minutes,Stable,Below Industry Average
KPI00994,2024-12,Surgery,Patient Throughput,0.824,0.82,count,Stable,Below Industry Average
KPI00995,2024-12,Surgery,Overtime Hours,0.835,0.795,%,Improving,At Industry Average
KPI00996,2024-12,Surgery,Staff Turnover Rate,0.842,0.775,count,Declining,Above Industry Average
KPI00997,2024-12,Counseling,Average Wait Time,0.671,0.722,USD,Volatile,Below Industry Average
KPI00998,2024-12,Counseling,Patient Satisfaction Score,0.749,0.837,score,Improving,Above Industry Average
KPI00999,2024-12,Counseling,Equipment Utilization Rate,0.789,0.712,%,Declining,Below Industry Average
KPI01000,2024-12,Counseling,Room Utilization Rate,0.773,0.838,rate,Volatile,Below Industry Average
KPI01001,2024-12,Counseling,Staff Productivity Score,0.876,0.794,score,Stable,Below Industry Average
KPI01002,2024-12,Counseling,Appointment No-Show Rate,0.63,0.791,rate,Volatile,Above Industry Average
KPI01003,2024-12,Counseling,Cost Per Patient,0.716,0.712,score,Improving,Below Industry Average
KPI01004,2024-12,Counseling,Revenue Per Patient,0.908,0.86,%,Volatile,Below Industry Average
KPI01005,2024-12,Counseling,Treatment Success Rate,0.605,0.839,USD,Stable,At Industry Average
KPI01006,2024-12,Counseling,Patient Throughput,0.836,0.756,%,Stable,At Industry Average
KPI01007,2024-12,Counseling,Overtime Hours,0.855,0.873,count,Declining,Below Industry Average
KPI01008,2024-12,Counseling,Staff Turnover Rate,1.416,0.822,score,Stable,Above Industry Average
KPI01009,2025-01,Reproductive Endocrinology,Average Wait Time,0.585,0.836,USD,Improving,Below Industry Average
KPI01010,2025-01,Reproductive Endocrinology,Patient Satisfaction Score,1.723,0.888,score,Stable,Below Industry Average
KPI01011,2025-01,Reproductive Endocrinology,Equipment Utilization Rate,0.64,0.892,count,Stable,Above Industry Average
KPI01012,2025-01,Reproductive Endocrinology,Room Utilization Rate,0.563,0.936,%,Improving,Below Industry Average
KPI01013,2025-01,Reproductive Endocrinology,Staff Productivity Score,0.984,0.929,USD,Volatile,Above Industry Average
KPI01014,2025-01,Reproductive Endocrinology,Appointment No-Show Rate,0.775,0.87,count,Declining,Below Industry Average
KPI01015,2025-01,Reproductive Endocrinology,Cost Per Patient,0.804,0.763,%,Volatile,Below Industry Average
KPI01016,2025-01,Reproductive Endocrinology,Revenue Per Patient,0.995,0.709,minutes,Improving,Above Industry Average
KPI01017,2025-01,Reproductive Endocrinology,Treatment Success Rate,0.822,0.93,count,Stable,Below Industry Average
KPI01018,2025-01,Reproductive Endocrinology,Patient Throughput,,0.914,score,Volatile,At Industry Average
KPI01019,2025-01,Reproductive Endocrinology,Overtime Hours,0.856,0.725,rate,Improving,Below Industry Average
KPI01020,2025-01,Reproductive Endocrinology,Staff Turnover Rate,0.997,0.752,USD,Stable,Below Industry Average
KPI01021,2025-01,Embryology Lab,Average Wait Time,0.748,0.928,score,Improving,Above Industry Average
KPI01022,2025-01,Embryology Lab,Patient Satisfaction Score,0.792,0.719,rate,Volatile,Above Industry Average
KPI01023,2025-01,Embryology Lab,Equipment Utilization Rate,0.703,0.843,%,Declining,Below Industry Average
KPI01024,2025-01,Embryology Lab,Room Utilization Rate,0.766,0.733,%,Stable,Below Industry Average
KPI01025,2025-01,Embryology Lab,Staff Productivity Score,0.916,0.767,%,Volatile,Above Industry Average
KPI01026,2025-01,Embryology Lab,Appointment No-Show Rate,0.858,0.77,USD,Improving,Below Industry Average
KPI01027,2025-01,Embryology Lab,Cost Per Patient,,0.923,count,Improving,Below Industry Average
KPI01028,2025-01,Embryology Lab,Revenue Per Patient,0.662,0.716,rate,Stable,Below Industry Average
KPI01029,2025-01,Embryology Lab,Treatment Success Rate,0.954,0.884,minutes,Improving,Below Industry Average
KPI01030,2025-01,Embryology Lab,Patient Throughput,0.822,0.834,score,Volatile,Below Industry Average
KPI01031,2025-01,Embryology Lab,Overtime Hours,0.533,0.789,USD,Stable,Below Industry Average
KPI01032,2025-01,Embryology Lab,Staff Turnover Rate,0.628,0.76,score,Stable,At Industry Average
KPI01033,2025-01,Andrology,Average Wait Time,0.905,0.74,rate,Declining,Below Industry Average
KPI01034,2025-01,Andrology,Patient Satisfaction Score,0.893,0.894,%,Volatile,Above Industry Average
KPI01035,2025-01,Andrology,Equipment Utilization Rate,0.298,0.945,%,Stable,At Industry Average
KPI01036,2025-01,Andrology,Room Utilization Rate,0.913,0.713,minutes,Volatile,Below Industry Average
KPI01037,2025-01,Andrology,Staff Productivity Score,0.976,0.737,rate,Improving,Above Industry Average
KPI01038,2025-01,Andrology,Appointment No-Show Rate,0.731,0.785,USD,Improving,Below Industry Average
KPI01039,2025-01,Andrology,Cost Per Patient,0.258,0.913,rate,Declining,At Industry Average
KPI01040,2025-01,Andrology,Revenue Per Patient,1.499,0.902,USD,Improving,Above Industry Average
KPI01041,2025-01,Andrology,Treatment Success Rate,0.928,0.94,score,Improving,Below Industry Average
KPI01042,2025-01,Andrology,Patient Throughput,0.598,0.931,score,Declining,At Industry Average
KPI01043,2025-01,Andrology,Overtime Hours,0.902,0.856,rate,Stable,Below Industry Average
KPI01044,2025-01,Andrology,Staff Turnover Rate,1.792,0.765,%,Volatile,Below Industry Average
KPI01045,2025-01,Nursing,Average Wait Time,0.807,0.902,count,Declining,At Industry Average
KPI01046,2025-01,Nursing,Patient Satisfaction Score,0.902,0.82,rate,Declining,Above Industry Average
KPI01047,2025-01,Nursing,Equipment Utilization Rate,0.54,0.846,USD,Declining,Below Industry Average
KPI01048,2025-01,Nursing,Room Utilization Rate,0.662,0.932,%,Declining,At Industry Average
KPI01049,2025-01,Nursing,Staff Productivity Score,0.701,0.854,%,Volatile,Above Industry Average
KPI01050,2025-01,Nursing,Appointment No-Show Rate,0.779,0.884,minutes,Improving,Above Industry Average
KPI01051,2025-01,Nursing,Cost Per Patient,0.757,0.791,minutes,Volatile,At Industry Average
KPI01052,2025-01,Nursing,Revenue Per Patient,0.836,0.712,minutes,Volatile,Below Industry Average
KPI01053,2025-01,Nursing,Treatment Success Rate,0.868,0.788,%,Stable,At Industry Average
KPI01054,2025-01,Nursing,Patient Throughput,0.748,0.827,USD,Improving,Below Industry Average
KPI01055,2025-01,Nursing,Overtime Hours,0.592,0.718,USD,Stable,At Industry Average
KPI01056,2025-01,Nursing,Staff Turnover Rate,0.966,0.806,score,Stable,Below Industry Average
KPI01057,2025-01,Ultrasound,Average Wait Time,0.897,0.777,USD,Declining,At Industry Average
KPI01058,2025-01,Ultrasound,Patient Satisfaction Score,0.951,0.819,rate,Improving,Below Industry Average
KPI01059,2025-01,Ultrasound,Equipment Utilization Rate,0.82,0.904,minutes,Declining,Below Industry Average
KPI01060,2025-01,Ultrasound,Room Utilization Rate,0.953,0.889,%,Declining,At Industry Average
KPI01061,2025-01,Ultrasound,Staff Productivity Score,,0.747,%,Volatile,Below Industry Average
KPI01062,2025-01,Ultrasound,Appointment No-Show Rate,0.692,0.873,%,Volatile,Below Industry Average
KPI01063,2025-01,Ultrasound,Cost Per Patient,0.662,0.833,USD,Volatile,At Industry Average
KPI01064,2025-01,Ultrasound,Revenue Per Patient,0.636,0.839,USD,Volatile,At Industry Average
KPI01065,2025-01,Ultrasound,Treatment Success Rate,0.853,0.775,USD,Improving,Above Industry Average
KPI01066,2025-01,Ultrasound,Patient Throughput,0.951,0.755,score,Volatile,Above Industry Average
KPI01067,2025-01,Ultrasound,Overtime Hours,0.665,0.847,minutes,Stable,Above Industry Average
KPI01068,2025-01,Ultrasound,Staff Turnover Rate,0.776,0.893,score,Volatile,Above Industry Average
KPI01069,2025-01,Surgery,Average Wait Time,0.562,0.896,count,Declining,At Industry Average
KPI01070,2025-01,Surgery,Patient Satisfaction Score,1.889,0.766,USD,Improving,Above Industry Average
KPI01071,2025-01,Surgery,Equipment Utilization Rate,0.873,0.72,rate,Improving,Above Industry Average
KPI01072,2025-01,Surgery,Room Utilization Rate,0.995,0.896,USD,Stable,Below Industry Average
KPI01073,2025-01,Surgery,Staff Productivity Score,0.546,0.803,minutes,Stable,Below Industry Average
KPI01074,2025-01,Surgery,Appointment No-Show Rate,0.942,0.834,minutes,Improving,Below Industry Average
KPI01075,2025-01,Surgery,Cost Per Patient,0.771,0.728,%,Stable,At Industry Average
KPI01076,2025-01,Surgery,Revenue Per Patient,0.915,0.848,count,Declining,At Industry Average
KPI01077,2025-01,Surgery,Treatment Success Rate,0.864,0.824,minutes,Improving,At Industry Average
KPI01078,2025-01,Surgery,Patient Throughput,0.756,0.777,rate,Volatile,Below Industry Average
KPI01079,2025-01,Surgery,Overtime Hours,0.7,0.898,count,Improving,Above Industry Average
KPI01080,2025-01,Surgery,Staff Turnover Rate,0.839,0.774,rate,Declining,Below Industry Average
KPI01081,2025-01,Counseling,Average Wait Time,0.528,0.727,count,Improving,Above Industry Average
KPI01082,2025-01,Counseling,Patient Satisfaction Score,0.933,0.899,rate,Declining,Above Industry Average
KPI01083,2025-01,Counseling,Equipment Utilization Rate,0.946,0.876,score,Stable,Above Industry Average
KPI01084,2025-01,Counseling,Room Utilization Rate,0.799,0.876,USD,Volatile,At Industry Average
KPI01085,2025-01,Counseling,Staff Productivity Score,0.928,0.718,USD,Declining,Above Industry Average
KPI01086,2025-01,Counseling,Appointment No-Show Rate,0.664,0.722,USD,Stable,Below Industry Average
KPI01087,2025-01,Counseling,Cost Per Patient,0.719,0.841,USD,Declining,At Industry Average
KPI01088,2025-01,Counseling,Revenue Per Patient,0.616,0.889,rate,Volatile,Above Industry Average
KPI01089,2025-01,Counseling,Treatment Success Rate,0.91,0.881,count,Stable,Above Industry Average
KPI01090,2025-01,Counseling,Patient Throughput,0.601,0.919,USD,Improving,Above Industry Average
KPI01091,2025-01,Counseling,Overtime Hours,0.593,0.939,count,Stable,Above Industry Average
KPI01092,2025-01,Counseling,Staff Turnover Rate,0.663,0.784,minutes,Declining,Above Industry Average
KPI01093,2025-02,Reproductive Endocrinology,Average Wait Time,0.802,0.822,USD,Declining,At Industry Average
KPI01094,2025-02,Reproductive Endocrinology,Patient Satisfaction Score,0.711,0.887,%,Improving,At Industry Average
KPI01095,2025-02,Reproductive Endocrinology,Equipment Utilization Rate,0.932,0.906,USD,Volatile,Above Industry Average
KPI01096,2025-02,Reproductive Endocrinology,Room Utilization Rate,0.962,0.944,USD,Declining,At Industry Average
KPI01097,2025-02,Reproductive Endocrinology,Staff Productivity Score,0.991,0.757,score,Declining,Below Industry Average
KPI01098,2025-02,Reproductive Endocrinology,Appointment No-Show Rate,0.56,0.762,%,Stable,Above Industry Average
KPI01099,2025-02,Reproductive Endocrinology,Cost Per Patient,0.897,0.711,rate,Stable,Below Industry Average
KPI01100,2025-02,Reproductive Endocrinology,Revenue Per Patient,1.194,0.781,%,Declining,Below Industry Average
KPI01101,2025-02,Reproductive Endocrinology,Treatment Success Rate,0.75,0.832,%,Volatile,Below Industry Average
KPI01102,2025-02,Reproductive Endocrinology,Patient Throughput,0.925,0.739,minutes,Declining,Below Industry Average
KPI01103,2025-02,Reproductive Endocrinology,Overtime Hours,0.975,0.738,count,Volatile,At Industry Average
KPI01104,2025-02,Reproductive Endocrinology,Staff Turnover Rate,0.913,0.786,score,Stable,At Industry Average
KPI01105,2025-02,Embryology Lab,Average Wait Time,0.675,0.751,minutes,Stable,Below Industry Average
KPI01106,2025-02,Embryology Lab,Patient Satisfaction Score,0.557,0.721,%,Improving,At Industry Average
KPI01107,2025-02,Embryology Lab,Equipment Utilization Rate,0.898,0.741,score,Stable,Below Industry Average
KPI01108,2025-02,Embryology Lab,Room Utilization Rate,0.564,0.756,count,Stable,At Industry Average
KPI01109,2025-02,Embryology Lab,Staff Productivity Score,0.698,0.73,minutes,Stable,Below Industry Average
KPI01110,2025-02,Embryology Lab,Appointment No-Show Rate,0.543,0.859,score,Improving,Above Industry Average
KPI01111,2025-02,Embryology Lab,Cost Per Patient,0.88,0.899,score,Stable,Below Industry Average
KPI01112,2025-02,Embryology Lab,Revenue Per Patient,0.93,0.94,score,Declining,Above Industry Average
KPI01113,2025-02,Embryology Lab,Treatment Success Rate,0.946,0.935,count,Stable,Above Industry Average
KPI01114,2025-02,Embryology Lab,Patient Throughput,0.742,0.728,USD,Volatile,Above Industry Average
KPI01115,2025-02,Embryology Lab,Overtime Hours,0.968,0.869,minutes,Stable,At Industry Average
KPI01116,2025-02,Embryology Lab,Staff Turnover Rate,,0.919,count,Stable,At Industry Average
KPI01117,2025-02,Andrology,Average Wait Time,0.796,0.728,score,Volatile,Below Industry Average
KPI01118,2025-02,Andrology,Patient Satisfaction Score,0.785,0.736,minutes,Volatile,At Industry Average
KPI01119,2025-02,Andrology,Equipment Utilization Rate,0.401,0.717,%,Improving,At Industry Average
KPI01120,2025-02,Andrology,Room Utilization Rate,0.552,0.847,USD,Declining,Above Industry Average
KPI01121,2025-02,Andrology,Staff Productivity Score,0.907,0.899,minutes,Stable,Above Industry Average
KPI01122,2025-02,Andrology,Appointment No-Show Rate,0.691,0.781,USD,Volatile,Above Industry Average
KPI01123,2025-02,Andrology,Cost Per Patient,0.627,0.894,minutes,Declining,At Industry Average
KPI01124,2025-02,Andrology,Revenue Per Patient,0.607,0.809,%,Volatile,Below Industry Average
KPI01125,2025-02,Andrology,Treatment Success Rate,1.254,0.83,%,Stable,Below Industry Average
KPI01126,2025-02,Andrology,Patient Throughput,0.951,0.877,count,Declining,Below Industry Average
KPI01127,2025-02,Andrology,Overtime Hours,0.777,0.944,USD,Stable,Above Industry Average
KPI01128,2025-02,Andrology,Staff Turnover Rate,0.641,0.922,minutes,Volatile,Above Industry Average
KPI01129,2025-02,Nursing,Average Wait Time,0.943,0.91,score,Volatile,At Industry Average
KPI01130,2025-02,Nursing,Patient Satisfaction Score,0.796,0.769,rate,Improving,Below Industry Average
KPI01131,2025-02,Nursing,Equipment Utilization Rate,1.311,0.763,score,Improving,Above Industry Average
KPI01132,2025-02,Nursing,Room Utilization Rate,0.716,0.821,count,Declining,At Industry Average
KPI01133,2025-02,Nursing,Staff Productivity Score,0.706,0.783,score,Volatile,Above Industry Average
KPI01134,2025-02,Nursing,Appointment No-Show Rate,0.8,0.835,%,Volatile,Above Industry Average
KPI01135,2025-02,Nursing,Cost Per Patient,0.637,0.747,%,Stable,Above Industry Average
KPI01136,2025-02,Nursing,Revenue Per Patient,0.91,0.739,%,Improving,Above Industry Average
KPI01137,2025-02,Nursing,Treatment Success Rate,0.544,0.92,%,Volatile,Below Industry Average
KPI01138,2025-02,Nursing,Patient Throughput,0.799,0.93,count,Stable,Below Industry Average
KPI01139,2025-02,Nursing,Overtime Hours,0.753,0.733,USD,Volatile,At Industry Average
KPI01140,2025-02,Nursing,Staff Turnover Rate,0.78,0.818,%,Declining,At Industry Average
KPI01141,2025-02,Ultrasound,Average Wait Time,1.005,0.86,score,Stable,At Industry Average
KPI01142,2025-02,Ultrasound,Patient Satisfaction Score,0.787,0.749,minutes,Declining,Above Industry Average
KPI01143,2025-02,Ultrasound,Equipment Utilization Rate,0.817,0.939,rate,Stable,At Industry Average
KPI01144,2025-02,Ultrasound,Room Utilization Rate,1.485,0.761,score,Declining,Below Industry Average
KPI01145,2025-02,Ultrasound,Staff Productivity Score,0.64,0.843,minutes,Stable,At Industry Average
KPI01146,2025-02,Ultrasound,Appointment No-Show Rate,0.762,0.74,%,Stable,At Industry Average
KPI01147,2025-02,Ultrasound,Cost Per Patient,0.616,0.919,rate,Stable,At Industry Average
KPI01148,2025-02,Ultrasound,Revenue Per Patient,0.742,0.871,minutes,Improving,At Industry Average
KPI01149,2025-02,Ultrasound,Treatment Success Rate,0.904,0.925,rate,Volatile,Below Industry Average
KPI01150,2025-02,Ultrasound,Patient Throughput,0.574,0.87,%,Declining,At Industry Average
KPI01151,2025-02,Ultrasound,Overtime Hours,1.561,0.807,rate,Volatile,Below Industry Average
KPI01152,2025-02,Ultrasound,Staff Turnover Rate,0.843,0.757,count,Declining,At Industry Average
KPI01153,2025-02,Surgery,Average Wait Time,0.625,0.847,minutes,Stable,Below Industry Average
KPI01154,2025-02,Surgery,Patient Satisfaction Score,,0.7,USD,Declining,Below Industry Average
KPI01155,2025-02,Surgery,Equipment Utilization Rate,0.623,0.898,USD,Improving,Below Industry Average
KPI01156,2025-02,Surgery,Room Utilization Rate,0.558,0.934,USD,Improving,Below Industry Average
KPI01157,2025-02,Surgery,Staff Productivity Score,0.735,0.94,count,Declining,Below Industry Average
KPI01158,2025-02,Surgery,Appointment No-Show Rate,0.879,0.902,minutes,Declining,Below Industry Average
KPI01159,2025-02,Surgery,Cost Per Patient,0.558,0.707,score,Volatile,At Industry Average
KPI01160,2025-02,Surgery,Revenue Per Patient,0.621,0.787,count,Volatile,Above Industry Average
KPI01161,2025-02,Surgery,Treatment Success Rate,,0.871,rate,Declining,Above Industry Average
KPI01162,2025-02,Surgery,Patient Throughput,0.924,0.719,minutes,Volatile,Below Industry Average
KPI01163,2025-02,Surgery,Overtime Hours,1.028,0.779,%,Improving,Below Industry Average
KPI01164,2025-02,Surgery,Staff Turnover Rate,0.778,0.825,USD,Declining,Above Industry Average
KPI01165,2025-02,Counseling,Average Wait Time,0.785,0.912,score,Stable,Below Industry Average
KPI01166,2025-02,Counseling,Patient Satisfaction Score,0.985,0.748,%,Improving,At Industry Average
KPI01167,2025-02,Counseling,Equipment Utilization Rate,0.786,0.848,count,Volatile,Above Industry Average
KPI01168,2025-02,Counseling,Room Utilization Rate,0.762,0.812,score,Stable,Below Industry Average
KPI01169,2025-02,Counseling,Staff Productivity Score,0.851,0.734,score,Volatile,At Industry Average
KPI01170,2025-02,Counseling,Appointment No-Show Rate,0.928,0.898,rate,Declining,Below Industry Average
KPI01171,2025-02,Counseling,Cost Per Patient,0.826,0.772,USD,Volatile,Below Industry Average
KPI01172,2025-02,Counseling,Revenue Per Patient,0.843,0.914,%,Declining,Above Industry Average
KPI01173,2025-02,Counseling,Treatment Success Rate,0.531,0.84,rate,Declining,Below Industry Average
KPI01174,2025-02,Counseling,Patient Throughput,0.719,0.856,rate,Improving,Above Industry Average
KPI01175,2025-02,Counseling,Overtime Hours,0.684,0.786,USD,Declining,Above Industry Average
KPI01176,2025-02,Counseling,Staff Turnover Rate,0.729,0.875,count,Volatile,Below Industry Average
KPI01177,2025-03,Reproductive Endocrinology,Average Wait Time,0.997,0.83,rate,Declining,Above Industry Average
KPI01178,2025-03,Reproductive Endocrinology,Patient Satisfaction Score,0.861,0.705,count,Declining,Below Industry Average
KPI01179,2025-03,Reproductive Endocrinology,Equipment Utilization Rate,1.027,0.702,minutes,Volatile,At Industry Average
KPI01180,2025-03,Reproductive Endocrinology,Room Utilization Rate,0.757,0.759,USD,Stable,Below Industry Average
KPI01181,2025-03,Reproductive Endocrinology,Staff Productivity Score,0.687,0.901,USD,Stable,At Industry Average
KPI01182,2025-03,Reproductive Endocrinology,Appointment No-Show Rate,0.751,0.735,minutes,Improving,Below Industry Average
KPI01183,2025-03,Reproductive Endocrinology,Cost Per Patient,,0.917,USD,Volatile,At Industry Average
KPI01184,2025-03,Reproductive Endocrinology,Revenue Per Patient,0.582,0.948,minutes,Volatile,Above Industry Average
KPI01185,2025-03,Reproductive Endocrinology,Treatment Success Rate,0.853,0.736,rate,Stable,At Industry Average
KPI01186,2025-03,Reproductive Endocrinology,Patient Throughput,0.805,0.781,minutes,Volatile,Above Industry Average
KPI01187,2025-03,Reproductive Endocrinology,Overtime Hours,0.977,0.766,count,Stable,Below Industry Average
KPI01188,2025-03,Reproductive Endocrinology,Staff Turnover Rate,1.009,0.759,minutes,Stable,Below Industry Average
KPI01189,2025-03,Embryology Lab,Average Wait Time,0.557,0.739,rate,Declining,Below Industry Average
KPI01190,2025-03,Embryology Lab,Patient Satisfaction Score,0.595,0.756,minutes,Volatile,Above Industry Average
KPI01191,2025-03,Embryology Lab,Equipment Utilization Rate,0.604,0.787,score,Declining,Below Industry Average
KPI01192,2025-03,Embryology Lab,Room Utilization Rate,,0.897,minutes,Stable,Below Industry Average
KPI01193,2025-03,Embryology Lab,Staff Productivity Score,0.692,0.901,minutes,Declining,Above Industry Average
KPI01194,2025-03,Embryology Lab,Appointment No-Show Rate,0.95,0.754,score,Volatile,Above Industry Average
KPI01195,2025-03,Embryology Lab,Cost Per Patient,0.906,0.815,rate,Declining,Above Industry Average
KPI01196,2025-03,Embryology Lab,Revenue Per Patient,1.015,0.871,USD,Stable,Below Industry Average
KPI01197,2025-03,Embryology Lab,Treatment Success Rate,,0.932,minutes,Declining,Below Industry Average
KPI01198,2025-03,Embryology Lab,Patient Throughput,0.683,0.907,score,Volatile,At Industry Average
KPI01199,2025-03,Embryology Lab,Overtime Hours,0.98,0.84,rate,Volatile,Below Industry Average
